EventType,Timestamp,DeviceID,User  ID,Details,Value
2849,ПроверкаСостоянияКарт,2023-10-06 10:22:10,Банкомат100,Пользователь19,Проверка состояния карт в Банкомат100,Все карты в порядке
2850,ВходПользователя,2023-10-06 10:22:34,Банкомат15,Пользователь59,Пользователь Пользователь59 вошел в систему в Банкомат15,
2851,ОбслуживаниеТребуется,2023-10-06 10:27:18,Банкомат52,Пользователь99,Требуется обслуживание Банкомат52,Профилактическое
2852,ПроверкаСостоянияСвязи,2023-10-06 10:27:23,Банкомат5,Пользователь37,Проверка состояния связи в Банкомат5,Плохое
2853,СбросНастроек,2023-10-06 10:31:25,Банкомат67,Пользователь16,Сброс настроек в Банкомат67,Настройки сброшены
2854,ПроверкаСостоянияКлавиатуры,2023-10-06 10:34:36,Банкомат65,Пользователь59,Проверка состояния клавиатуры в Банкомат65,Клавиатура работает
2855,ОбновлениеПрограммногоОбеспечения,2023-10-06 10:38:19,Банкомат81,Пользователь3,Обновление ПО в Банкомат81,Не удалось
2856,СостояниеКартриджа,2023-10-06 10:42:36,Банкомат76,Пользователь42,Состояние картриджа проверено в Банкомат76,Пустой
2857,ЗаменаКартриджа,2023-10-06 10:46:14,Банкомат16,Пользователь46,Замена картриджа в Банкомат16,Успешно
2858,ОшибкаЖесткогоДиска,2023-10-06 10:48:57,Банкомат53,Пользователь15,Ошибка жесткого диска в Банкомат53,Нет свободного места
2859,Предупреждение,2023-10-06 10:51:28,Банкомат49,Пользователь18,Предупреждение в Банкомат49,Ошибка связи
2860,ПроверкаСистемныхЛогов,2023-10-06 10:54:06,Банкомат33,Пользователь82,Проверка системных логов в Банкомат33,Ошибок не найдено
2861,ВыходПользователя,2023-10-06 10:58:06,Банкомат84,Пользователь71,Пользователь Пользователь71 вышел из системы в Банкомат84,
2862,ПроверкаЭнергоснабжения,2023-10-06 11:03:02,Банкомат82,Пользователь46,Проверка состояния энергоснабжения в Банкомат82,Энергоснабжение в порядке
2863,ОшибкаОбновления,2023-10-06 11:06:31,Банкомат40,Пользователь98,Ошибка обновления в Банкомат40,Ошибка сети
2864,ПроверкаСостоянияСвязи,2023-10-06 11:08:13,Банкомат40,Пользователь19,Проверка состояния связи в Банкомат40,Плохое
